id,STOI,PESQ,SI-SDR
REDLAT_AF401_Phonological2.wav,0.8889662027359009,2.1362929344177246,12.448038101196289
REDLAT_AF491_Phonological.wav,0.3905564844608307,1.6340577602386475,-14.845911979675293
REDLAT_AF384_Boat.wav,0.9555736184120178,2.56436824798584,21.457319259643555
REDLAT_AF178_CraftIm.wav,0.714966893196106,1.2683568000793457,2.7562530040740967
REDLAT_BN00217_Boat.wav,0.9449071884155273,2.429922580718994,17.978816986083984
REDLAT_BN00162_Semantic.wav,0.8345326781272888,1.4809966087341309,4.642694473266602
REDLAT_BN00160_CraftIm.wav,0.7331759333610535,1.1266944408416748,-6.435194492340088
REDLAT_AF121_Fugu.wav,0.8968038558959961,1.8613653182983398,15.632062911987305
REDLAT_AF072_Phonological.wav,0.7635467648506165,1.5697572231292725,-3.797485828399658
REDLAT_AF522_Semantic.wav,0.8511477112770081,1.7002713680267334,8.672358512878418
REDLAT_AF086_Semantic2.wav,0.8218216300010681,1.5559062957763672,9.231261253356934
REDLAT_AF195_Fugu.wav,0.48597899079322815,1.1846779584884644,-11.435185432434082
REDLAT_BE00187_Semantic2.wav,0.8484371900558472,1.7871028184890747,13.121935844421387
REDLAT_BE00267_CraftIm.wav,0.6820282936096191,1.2249069213867188,1.447798490524292
REDLAT_AF313_Semantic2.wav,0.6487004160881042,1.3197675943374634,5.643339157104492
REDLAT_AF055_Fugu.wav,0.8072161674499512,1.358112096786499,1.3415017127990723
REDLAT_AF443_Semantic2.wav,0.6143316030502319,1.2705832719802856,-1.8864372968673706
REDLAT_BN00169_CraftIm.wav,0.8948720693588257,1.772357702255249,11.17933177947998
REDLAT_BN00142_Semantic.wav,0.6373127102851868,1.2417466640472412,1.6639753580093384
REDLAT_AF151_Phonological2.wav,0.6610733270645142,1.3311549425125122,2.151339054107666
REDLAT_AF485_CraftDe.wav,0.8928876519203186,1.7702744007110596,11.317901611328125
REDLAT_AF366_Semantic.wav,0.8581362366676331,1.92311429977417,18.59300994873047
REDLAT_BN00136_Fugu.wav,0.787207305431366,1.4101814031600952,7.300042152404785
REDLAT_AF594_Boat.wav,0.8584855198860168,1.6590092182159424,11.07729721069336
REDLAT_BN00202_Phonological2.wav,0.7537965178489685,1.5562435388565063,3.376492977142334
REDLAT_AF088_Phonological2.wav,0.42564767599105835,1.3223540782928467,-13.709146499633789
REDLAT_AF176_Semantic.wav,0.7332824468612671,1.3180015087127686,4.595163345336914
REDLAT_AF344_Phonological.wav,0.7966794371604919,1.3176915645599365,5.069849967956543
REDLAT_AF496_Semantic2.wav,0.6250403523445129,1.2582486867904663,-4.142861843109131
REDLAT_AF566_Semantic2.wav,0.8746312856674194,1.3721529245376587,6.884852409362793
REDLAT_AF084_Semantic2.wav,0.8200843334197998,1.7526450157165527,8.149195671081543
REDLAT_AF029_CraftIm.wav,0.8376727104187012,1.4998207092285156,8.5604829788208
REDLAT_AF058_Fugu.wav,0.9143764972686768,2.0330419540405273,15.829428672790527
REDLAT_AF319_Semantic.wav,0.8839272260665894,1.739943504333496,9.549040794372559
